Hotel Name (English),Hotel Name (Arabic),City,License Number,Classification,Status,Hotel ID
najoud abdo bin mohammed samili trading establishm,مؤسسة نجود عبده بن محمد صميلي التجارية,Makkah,10012433,Unclassified/Other,Active,299338
ABDULAZIZ SUHAIL ALGHAMDI Company,شركة عبدالعزيز سهيل الغامدي,Makkah,10012432,Unclassified/Other,Active,299395
rukn almashair aldhahabiya Company For Real Estate,شركة ركن المشاعر الذهبية للعقارات,Makkah,10012430,Unclassified/Other,Active,299364
iklil aldiyafa Company To operate hotels,شركة إكليل الضيافة لتشغيل الفنادق,Makkah,10012429,Unclassified/Other,Active,299240
ADEL AMEEN HAFEZ Company Ltd,شركة عادل بن امين حافظ المحدودة,Makkah,10012428,Unclassified/Other,Active,300476
Establishment For laundry,مؤسسة راكان راجح ضيف الله الكبكبي لغسيل الملابس,Makkah,10012427,Unclassified/Other,Active,299243
funduq mubarak almajid Company For Hotel Services,شركة فندق مبارك الماجد للخدمات الفندقيه,Makkah,10012426,Unclassified/Other,Active,299762
luluat almishal Hotel For Tourist Accommodation,فندق لؤلؤة المشعل للايواء السياحي,Makkah,10013002,1-Star,Active,302495
Manazil Alhijra Establishment Hotel,مؤسسة منازل الهجرة الفندقية,Makkah,10012999,1-Star,Active,302135
Asala Alhijaz Establishment Hotel,مؤسسة أصالة الحجاز الفندقية,Makkah,10012553,Unclassified/Other,Active,299782
AHMED MUSAED ALGHAMDI Hostel,نزل احمد بن مساعد الغامدي,Makkah,10012546,Unclassified/Other,Active,299766
MEEZAB ALMASHAER HOTEL,شركة ميزاب الفندقية شركة شخص واحد,Makkah,10012552,1-Star,Active,300370
HUDA,مكتبة هدى السيد عبدربه عبدالعزيز للقرطاسية,Makkah,10012545,Unclassified/Other,Active,301595
alqimma alfunduqiya Company Ltd.,شركة القمة الفندقية المحدودة,Makkah,10012544,Unclassified/Other,Active,299876
Rizwan Al Khaleej Establishment For Contracting,مؤسسة رضوان الخليج للمقاولات,Makkah,10012543,Unclassified/Other,Active,300256
AYMAN KAMIL,مكتب دور التميز العقاري,Makkah,10012542,Unclassified/Other,Active,300075
Burj alKhayr Company For Property Management,شركة برج الخير لادارة الأملاك,Makkah,10012551,Unclassified/Other,Active,299785
MOHAMMED IBRAHEM ASAAD Establishment,مؤسسة محمد ابراهيم اسعد,Makkah,10012541,Unclassified/Other,Active,299978
Snood Company Hotel sharikat musahama muqfala,شركة سنود الفندقية شركة مساهمة مقفلة,Makkah,10012540,Unclassified/Other,Active,300001
HOTEL PALCS ALOLAYAN,فندق قصر العليان للشقق الفندقية,Makkah,10012425,Unclassified/Other,Active,299575
SALIM MOHAMMADALI ALQURASHI,مؤسسة سليم بن محمدعلي القرشي للنزل السياحيه,Makkah,10012424,Unclassified/Other,Active,299369
Snood Company Hotel sharikat musahama muqfala,شركة سنود الفندقية شركة مساهمة مقفلة,Makkah,10012431,Unclassified/Other,Active,299698
Isa Barkout Ahmed Al Salami Establishment Commerci,مؤسسة عيسى بركوت احمد السلامي التجارية,Makkah,10012423,Unclassified/Other,Active,300368
ayam alasil Hostel For tourist lodges,نزل أيام الاصيل للنزل السياحيه,Makkah,10012422,Unclassified/Other,Active,299365
Manar AlTawhid 2 Hotel Hotel,فندق منار التوحيد اثنين الفندقية,Makkah,10012421,Unclassified/Other,Active,299359
hudu alhijaz Hotel,فندق هدوء الحجاز,Makkah,10012420,Unclassified/Other,Active,299358
"Lamset Diaa Al Mustaqbal Trading Company, a single",نزل لمسة ضياء المستقبل التجارية شخص واحد قابضة,Makkah,10012419,Unclassified/Other,Active,299344
mohammed shreem,مؤسسة محمد عبدالقادر شريم التجارية,Makkah,10012418,Unclassified/Other,Active,299256
MUTEB AWWADHAH ALSULAMI Hostel For tourist lodges,نزل متعب عواضه السلمى للنزل السياحيه,Makkah,10012415,Unclassified/Other,Active,299373
SIRAJ AYIDH ALNIFAYEI Hostel,نزل سراج عايض النفيعى للضيافة السياحي,Makkah,10012539,Unclassified/Other,Active,300403
manabia alufuq Establishment,مؤسسة منابع الأفق,Makkah,10012550,Unclassified/Other,Active,299899
Fahad Ahmed Ismail Childrens Toys Establishment,مؤسسة فهد بن احمد بن احمد اسماعيل لالعاب الأطفال,Makkah,10012538,Unclassified/Other,Active,299703
AHMED MOHAMMEDFARUQ ALANA Establishment,مؤسسة احمد محمدفاروق الانا,Makkah,10012537,Unclassified/Other,Active,299935
Shumukh alJibal Establishment Hotel,مؤسسة شموخ الجبال الفندقية,Makkah,10012529,Unclassified/Other,Active,299784
Manar AlTawhid TWO Hotel,فندق منار التوحيد اثنين الفندقية,Makkah,10012536,Unclassified/Other,Active,299775
Motahar Abdullah Motahar Alamoudi Hostel,نزل مطهر عبدالله مطهر العمودي,Makkah,10012535,Unclassified/Other,Active,299815
Zayed Al Khair Establishment For Contracting,مؤسسة زايد الخير للمقاولات,Makkah,10012534,Unclassified/Other,Active,299753
MUTEB AWWADHAH ALSULAMI Hostel For tourist lodges,نزل متعب عواضه السلمى للنزل السياحيه,Makkah,10012528,Unclassified/Other,Active,299855
alajyal Exhibition For Cars,معرض الاجيال للسيارات,Makkah,10012533,Unclassified/Other,Active,299756
alkhaymah Company To operate hotels,شركة الخيمة لتشغيل الفنادق,Makkah,10012414,Unclassified/Other,Active,299245
almusimin Hostel,نزل الموسمين,Makkah,10012413,Unclassified/Other,Active,299735
ali mahmud shukri charitable trust,وقف علي محمود شكري,Makkah,10012412,Unclassified/Other,Active,299416
SALMAN MAYODH ALJIMAYEI Establishment,مؤسسة سلمان بن معيوض الجميعي,Makkah,10012411,Unclassified/Other,Active,299238
Establishment For laundry,مؤسسة راكان راجح ضيف الله الكبكبي لغسيل الملابس,Makkah,10012408,Unclassified/Other,Active,299250
RAYAN RAJEH ALKABKABI Hostel For Tourist,نزل ريان راجح الكبكبي للايواء السياحي,Makkah,10012407,Unclassified/Other,Active,299236
rukn almashair aldhahabiya Company For Real Estate,شركة ركن المشاعر الذهبية للعقارات,Makkah,10012406,Unclassified/Other,Active,299362
rukn almashair aldhahabiya Company For Real Estate,شركة ركن المشاعر الذهبية للعقارات,Makkah,10012405,Unclassified/Other,Active,299252
FAIQA FAYEZ EKRAM Hostel,نزل فائقه فايز اكرام,Makkah,10012404,Unclassified/Other,Active,299357
almasat almashair Company To operate hotels,شركة الماسة المشاعر لتشغيل الفنادق,Makkah,10012848,Unclassified/Other,Active,300635
Wagf Ahmed Alsairafi Bin Ahmed Bin Abbas Binyaseen,وقف أحمد الصيرفي بن أحمد بن عباس بن ياسين,Makkah,10012847,Unclassified/Other,Active,300697
ABDULLAH HASSAN A ABDALI Hostel For tourist lodges,نزل عبدالله بن حسن بن علي عبدلي للنزل السياحيه,Makkah,10012845,Unclassified/Other,Active,300876
amal almashair Establishment To operate hotels,مؤسسة أمل المشاعر لتشغيل الفنادق,Makkah,10012844,Unclassified/Other,Active,301915
rajan Apartments For Serviced Apartments,شقق راجان للشقق المخدومة,Makkah,10012843,Unclassified/Other,Active,301295
Nader Almahabbah Hotel Hotel,فندق نادر المحبة الفندقية,Makkah,10012842,Unclassified/Other,Active,300579
Makarem AlFirdaws Hotel Hotel,فندق مكارم الفردوس الفندقية,Makkah,10012841,1-Star,Active,302075
ABDULLAH HASSAN A ABDALI Hostel For tourist lodges,نزل عبدالله بن حسن بن علي عبدلي للنزل السياحيه,Makkah,10012840,Unclassified/Other,Active,300815
funduq arkan alaziziyah lilshuqaq Company,شركة فندق أركان العزيزية للشقق المخدومة شخص واحد,Makkah,10012532,Unclassified/Other,Active,300386
Rihab bint Khalid ibn Hasan alrifaei Est,مؤسسة رحاب بنت خالد ابن حسن عناالرفاعي للتجارة,Makkah,10012527,Unclassified/Other,Active,299751
Ibrahim Saud Al-Halaf descended,نزل ابراهيم سعود الحلاف,Makkah,10012531,Unclassified/Other,Active,299747
Afwaj alBayt Establishment For Umrah Services,مؤسسة افواج البيت لخدمات المعتمرين,Makkah,10012530,Unclassified/Other,Active,299783
Benon Alhadithah Company Limited Hostel,شركة بينون الحديثة المحدودة,Makkah,10012526,Unclassified/Other,Active,299763
tharawat almashair Company For Tourism,شركة ثروات المشاعر للسياحة,Makkah,10012525,Unclassified/Other,Active,300000
Mohammed Al Mahmadi for Temporary Hostels,مؤسسة محمد سلمى سليمان المحمادى للتجارة,Makkah,10012524,Unclassified/Other,Active,299997
EBRAHEM SAUD ALHALAF Hostel,نزل ابراهيم سعود الحلاف,Makkah,10012523,Unclassified/Other,Active,299764
alsadaq Company Holding,شركة الصداق القابضة,Makkah,10012644,Unclassified/Other,Active,300274
ALRAYAT METHADE ALKHALIJIYYA,شركة الرايات المتحدة الخليجية للمقاولات شخص واحد,Makkah,10012643,1-Star,Active,300135
AYEDH FALEH ALSHALWI Establishment,مؤسسة عائض بن فالح الشلوي,Makkah,10012402,Unclassified/Other,Active,301017
ABDULWAHAB HASAN SHAFEI Establishment,مؤسسة عبدالوهاب حسن شافعي,Makkah,10012401,Unclassified/Other,Active,299346
ADEL DAKHEL ALSALMI Hostel For tourist lodges,نزل عادل دخيل السالمى للنزل السياحيه,Makkah,10012416,Unclassified/Other,Active,299316
Doha tayiba Establishment For General Contracting,مؤسسة دوحة طيبة للمقاولات العامة,Makkah,10012400,Unclassified/Other,Active,299244
alnasim suwit Hostel For tourist lodges,نزل النسيم سويت للنزل السياحيه,Makkah,10012398,Unclassified/Other,Active,299315
Establishment For Hotel Services,مؤسسة تميز الصفوة للخدمات الفندقيه,Makkah,10012397,Unclassified/Other,Active,299417
Diyar Al Rayan Hotel Hotel,فندق ديار الريان الفندقية,Makkah,10012396,Unclassified/Other,Active,299363
Melidon Establishment,مؤسسة ميليدون,Makkah,10012395,Unclassified/Other,Active,299242
Ahmed Hassan Al Ghanem Business Solutions,مؤسسة أحمد حسن ال غانم لحلول الاعمال,Makkah,10012394,Unclassified/Other,Active,299415
Ahmed Hassan Al Ghanem Business Solutions,مؤسسة أحمد حسن ال غانم لحلول الاعمال,Makkah,10012393,Unclassified/Other,Active,299370
sadaf alkhayr Company for Hotel services,شركة صدف الخير للخدمات الفندقية,Makkah,10012957,Unclassified/Other,Active,301336
Itqan alamalEstablishment For Real Estate Services,مؤسسة إتقان العمل للخدمات العقارية,Makkah,10012954,Unclassified/Other,Active,301335
alattas,مؤسسة محمد بن عبدالله بن حسن العطاس للمقاولات,Makkah,10012951,Unclassified/Other,Active,301377
abna omar said abood bafel Company Ltd.,شركة أبناء عمر سعيد عبود بافيل المحدودة,Makkah,10013040,Unclassified/Other,Active,302396
iklil aldiyafa Company To operate hotels,شركة إكليل الضيافة لتشغيل الفنادق,Makkah,10013039,1-Star,Active,302395
Alalaa Company Ltd.,شركة العلاء المحدودة,Makkah,10013037,1-Star,Active,302455
Iskan alghalia Hostel for hospitality tourism,نزل إسكان الغالية للضيافة السياحي,Makkah,10012839,Unclassified/Other,Active,300897
Hilm Company For Travel and tourism,شركة حلم للسفر و السياحة شركة شخص واحد,Makkah,10012838,Unclassified/Other,Active,300636
ruyat kanun Company Ltd. shakhs wahid,شركة رؤية كانون المحدودة شخص واحد,Makkah,10012837,1-Star,Active,300676
ISRAA MOON GLOBAL Company,شركة إسراء مون غلوبال,Makkah,10012835,Unclassified/Other,Active,300618
AlTanfeedh AlDhahabi Company Real Estate,شركة التنفيذ الذهبي العقارية,Makkah,10012834,Unclassified/Other,Active,301231
athir almashair almumtazah altijariyah sharikat sh,فندق أثير المشاعر المتميزة التجارية شركة شخص واحد الفندقية,Makkah,10012833,1-Star,Active,300596
aldarin Establishment For General Contracting,مؤسسة الدارين للمقاولات العامة,Makkah,10012832,Unclassified/Other,Active,300955
alRisalah alJawar Hotel For Hotel Services,فندق الرسالة الجوار للخدمات الفندقيه,Makkah,10012831,Unclassified/Other,Active,300615
alqimma alfunduqiya Company Ltd.,شركة القمة الفندقية المحدودة,Makkah,10012830,Unclassified/Other,Active,300875
Burj alKhayr Company For Property Management,شركة برج الخير لادارة الأملاك,Makkah,10012642,Unclassified/Other,Active,300302
Ihsan AlDiyafa Company Ltd.,شركة احسان الضيافة المحدودة,Makkah,10012641,Unclassified/Other,Active,300227
The fourth Ali Mohammed Abdullah Al Rajhi Endowmen,مؤسسة علي محمد عبدالله الراجحي الوقفية الرابعة,Makkah,10012640,Unclassified/Other,Active,300260
HANE MESFER H ALQARASHI Esta,مؤسسة هاني مسفر حسن القرشي للمقاولات المعمارية العامة,Makkah,10012639,Unclassified/Other,Active,300298
Establishment For laundry,مؤسسة راكان راجح ضيف الله الكبكبي لغسيل الملابس,Makkah,10012638,Unclassified/Other,Active,300262
yaqub bayk alqawqandi charitable trust,وقف يعقوب بيك القوقندي,Makkah,10012637,Unclassified/Other,Active,300281
Snood Company Hotel sharikat musahama muqfala,شركة سنود الفندقية شركة مساهمة مقفلة,Makkah,10012636,Unclassified/Other,Active,300365
amara zubayda Hostel For tourist lodges,نزل عمارة زبيدة للنزل السياحيه,Makkah,10012635,Unclassified/Other,Active,300115
Snood Company Hotel sharikat musahama muqfala,شركة سنود الفندقية شركة مساهمة مقفلة,Makkah,10012634,Unclassified/Other,Active,300421
Ahmed Abdul Latif Al Abdul Latif Hotel,فندق احمد عبداللطيف العبداللطيف الفندقية,Makkah,10012633,Unclassified/Other,Active,300269
Riyad Othman bin Ibrahim AlDandan Establishment,مؤسسة رياض عثمان بن ابراهيم الدندن للتشغيل والصيانة,Makkah,10012392,Unclassified/Other,Active,300229
Raks Establishment Hotel,مؤسسة ركس الفندقية,Makkah,10012391,Unclassified/Other,Active,299337
rukn almashair aldhahabiya Company For Real Estate,شركة ركن المشاعر الذهبية للعقارات,Makkah,10012390,Unclassified/Other,Active,299360
Suhaib Abdul Razzaq Sharif Limited,مؤسسة صهيب عبدالرزاق شريف المحدودة,Makkah,10012389,Unclassified/Other,Active,299356
Saleh bin Abdul Hamid bin Abdul Rahman Miski Endow,نزل وقف صالح بن عبدالحميد بن عبدالرحمن مسكي للايواء السياحي,Makkah,10012399,Unclassified/Other,Active,299695
Suhaib Abdul Razzaq Sharif Limited,مؤسسة صهيب عبدالرزاق شريف المحدودة,Makkah,10012388,Unclassified/Other,Active,299419
Establishment For laundry,مؤسسة راكان راجح ضيف الله الكبكبي لغسيل الملابس,Makkah,10012387,Unclassified/Other,Active,299237
Asala Alhijaz Establishment Hotel,مؤسسة أصالة الحجاز الفندقية,Makkah,10012386,Unclassified/Other,Active,299339
Saleh Saeed Ali Al-Ghamdi Building Materials Estab,مؤسسة صالح سعيد علي الغامدي لمواد البناء,Makkah,10012385,Unclassified/Other,Active,299317
rukn almashair aldhahabiya Company For Real Estate,شركة ركن المشاعر الذهبية للعقارات,Makkah,10012383,Unclassified/Other,Active,299295
AlSafir AlSakani Establishment For tourist lodges,مؤسسة السفير السكني للنزل السياحيه,Madinah,10012884,Unclassified/Other,Active,301238
"Other than God, Saeed Al-Ghamdi Commercial Categor",مؤسسة غرم الله سعيد الغامدي التجارية,Makkah,10012883,Unclassified/Other,Active,301223
mira faruq Company,شركة ميرا فاروق,Makkah,10012882,Unclassified/Other,Active,301015
Zad Al Hayat Hotel,مؤسسة زاد المشاعر لتشغيل الفنادق,Makkah,10012881,1-Star,Active,301016
safa barak Hostel For tourist lodges,نزل صفا بارك للنزل السياحيه,Madinah,10012880,Unclassified/Other,Active,301175
MAZEN SALEM AL KHATHAMI Hostel,نزل مازن سالم الخثعمي,Makkah,10012877,Unclassified/Other,Active,301675
MUTEB AWWADHAH ALSULAMI Hostel For tourist lodges,نزل متعب عواضه السلمى للنزل السياحيه,Makkah,10012875,Unclassified/Other,Active,300975
Amjad Abdullah Mohammed Al-Madani General Contract,مؤسسة امجد عبدالله محمد المدني للمقاولات العامة,Makkah,10012828,1-Star,Active,300655
Noor AlSalam AlMuttahida Company Commercial,شركة نور السلام المتحدة التجارية,Makkah,10012827,Unclassified/Other,Active,300619
Al Asalah Al Masi Establishment For Tourist,مؤسسة الأصالة الماسي للايواء السياحي,Makkah,10012825,Unclassified/Other,Active,300675
alhadaf walibda Office For Property Management,مكتب الهدف والإبداع لادارة الأملاك,Makkah,10012824,Unclassified/Other,Active,300696
samran ryst Company Ltd.,شركة سمران ريست المحدودة,Makkah,10012823,1-Star,Active,300616
MOHMAD AL YAMY,مؤسسة محمد أحمد بن عبدالله اليامي لتجارة الجملة و التجزئة,Makkah,10012822,Unclassified/Other,Active,301225
Mansour Abdulrahman Bin Musa Haroun Mansour Invest,مؤسسة منصور عبدالرحمن بن موسى هارون منصور للأستثمار,Makkah,10012820,1-Star,Active,300698
HEZAM ZAEDAN ALKAHTANI Company For Tourism,شركة حزام زيدان القحطاني للسياحة,Makkah,10012819,Unclassified/Other,Active,300576
MOHAMMAD SALEH ROZZA Company,شركة محمد بن صالح رزه,Makkah,10012818,Unclassified/Other,Active,300577
Nasmat Al Diyafa Company,شركة نسمات الضيافه للاستثمار شركة شخص واحد,Makkah,10012632,Unclassified/Other,Active,300261
kunuz alrahma Establishment Hotel,مؤسسة كنوز الرحمة الفندقية,Makkah,10012631,Unclassified/Other,Active,300197
Najood Abdu Ben Mohammed Sameeli Establishment Com,مؤسسة نجود عبده بن محمد صميلي التجارية,Makkah,10012614,Unclassified/Other,Active,300233
rehab albarah company,شركة رحاب البركة المحدودة,Makkah,10012613,1-Star,Active,300264
alrisalah alarabiya Establishment For Advertising,مؤسسة الرسالة العربيه للدعاية والاعلان,Makkah,10012612,Unclassified/Other,Active,300278
Faisal soltan Alotaiyi,مؤسسة فيصل سلطان الدغيلبي العتيبي العقارية,Makkah,10012611,Unclassified/Other,Active,300216
Alurooj Company Hotel sharikat shakhs wahid,شركة العروج الفندقية شركة شخص واحد,Makkah,10012610,Unclassified/Other,Active,300228
HAMOUD ABDULLAH ALHARTHI Establishment,مؤسسة حمود عبدالله الحارثي,Makkah,10012609,Unclassified/Other,Active,300277
Hashemeh Saud Saad Al Sharif Trading Establishment,مؤسسة هاشمه سعود سعد الشريف التجارية,Makkah,10012608,Unclassified/Other,Active,300442
Snood Company Hotel sharikat musahama muqfala,شركة سنود الفندقية شركة مساهمة مقفلة,Makkah,10012607,Unclassified/Other,Active,300055
Siraj Al Islam Service Company Limited,شركة سراج الاسلام سرفيس المحدودة,Makkah,10012382,Unclassified/Other,Active,299253
rukn almashair aldhahabiya Company For Real Estate,شركة ركن المشاعر الذهبية للعقارات,Makkah,10012381,Unclassified/Other,Active,299239
Broua Establishment Commercial,مؤسسة بروع التجارية,Makkah,10012380,Unclassified/Other,Active,299738
Hotel for hospitality tourism,فندق درة الجوهرة للضيافة السياحي,Makkah,10012384,Unclassified/Other,Active,299249
tharawat almashair Company For Tourism,شركة ثروات المشاعر للسياحة,Makkah,10012522,Unclassified/Other,Active,299895
Yaqoub Abdullah Qadi charitable trust,وقف يعقوب عبدالله قاضي,Makkah,10012521,Unclassified/Other,Active,299780
ABRAR SAEED ALGHAMDI Establishment,مؤسسة ابرار سعيد الغامدى,Makkah,10012519,Unclassified/Other,Active,300218
rayman alkhayr Hotel Hotel,فندق ريمان الخير الفندقية,Makkah,10012518,1-Star,Active,300175
Al Sanabil Al Mubarakah Hotel For Hotel Apartments,فندق السنابل المباركة للشقق الفندقية,Makkah,10012517,Unclassified/Other,Active,299736
dar al tayib kadi Hotel Hotel,فندق دار الطيب كدي الفندقية,Makkah,10012516,Unclassified/Other,Active,299627
muhammad bin sunaydih aljumaiy charitable trust,وقف محمد بن صنيدح الجميعي الوقفية,Makkah,10012873,Unclassified/Other,Active,301197
Nasmat Al Diyafa Company,شركة نسمات الضيافه للاستثمار شركة شخص واحد,Makkah,10012872,Unclassified/Other,Active,300995
KHALID WALEED ALI AEQ Hostel For tourist lodges,نزل خالد وليد علي عائق للنزل السياحيه,Makkah,10012871,Unclassified/Other,Active,300916
funduq ajwad alssalam Company Hotel,شركة فندق اجواد السلام الفندقية,Makkah,10012870,Unclassified/Other,Active,300920
jalal almutamayiza Company Hotel,شركة جلال المتميزة الفندقية,Makkah,10012869,Unclassified/Other,Active,300919
Ajm Hotel Company,شركة أجم الفندقية,Makkah,10012868,Unclassified/Other,Active,301035
Mohammed Dakhilallah Al-Arabi Tourist Lodges,مؤسسة محمد دخيل الله العرابي للنزل السياحية,Makkah,10012867,Unclassified/Other,Active,301036
nasamat aldiayafa Company,شركة نسمات الضيافه للاستثمار شركة شخص واحد,Makkah,10012866,Unclassified/Other,Active,300935
Rayhana AlImtiaz Commercial Company,شركة ريحانة الامتياز التجارية,Makkah,10012817,Unclassified/Other,Active,300617
Lamar al Khair Hotel For Hotel Apartments,فندق لمار الخير للشقق الفندقية,Makkah,10012816,Unclassified/Other,Active,300895
itlalat alanud Establishment,مؤسسة اطلالة العنود,Makkah,10012815,Unclassified/Other,Active,301232
Lamar Al Salam Group For Hotel Apartments,مجموعة لمار السلام للشقق الفندقية,Makkah,10012814,Unclassified/Other,Active,300580
asma Tulip Establishment,مؤسسة أسما توليب,Makkah,10012997,1-Star,Active,302615
iklil aldiyafa Company To operate hotels,شركة إكليل الضيافة لتشغيل الفنادق,Makkah,10012996,1-Star,Active,301995
YASIR ABDULSHAKUR ALSULAIMANI Establishment,مؤسسة ياسر عبدالشكور السليماني للتجارة,Makkah,10012994,1-Star,Active,302235
Anwar AlMuhammadiyah LilDiyafah Company Tourist,شركة انوار المحمدية للضيافة السياحية,Makkah,10012993,Unclassified/Other,Active,302355
Elite Premium Collection Establishment,مؤسسة إيليت بريميوم كوليكشن,Makkah,10012606,1-Star,Active,300036
Salih Faraj Almutarifi Establishment Commercial,مؤسسة صالح فرج المطرفي التجارية,Makkah,10012605,Unclassified/Other,Active,300272
alfrsan aldhhbyh Company To operate hotels,شركة الفرسان الذهبيه لتشغيل الفنادق,Makkah,10012604,Unclassified/Other,Active,300336
inaya hotel management Company Ltd.,شركة عناية هوتيل مانجمينت المحدودة,Makkah,10012603,Unclassified/Other,Active,300300
JAMILAH HAMED ALOSAIMI Establishment,مؤسسة جميله حامد العصيمي للتشغيل والصيانة,Makkah,10012602,Unclassified/Other,Active,300215
nazal anarat almustaqbal,شركة انارة المستقبل العالمية للسفر و السياحة,Makkah,10012601,Unclassified/Other,Active,300226
Zuhair Muhammad Hayat Kashmiri Trading Establishme,مؤسسة زهير محمدحيات كشميري التجارية,Makkah,10012600,Unclassified/Other,Active,300439
ABID EIDHA ALHARTHI Establishment,مؤسسة عابد عيضه الحارثي للخدمات العامة,Makkah,10012599,Unclassified/Other,Active,300267
kunuz alrahma Establishment Hotel,مؤسسة كنوز الرحمة الفندقية,Makkah,10012630,Unclassified/Other,Active,300361
Snood Company Hotel sharikat musahama muqfala,شركة سنود الفندقية شركة مساهمة مقفلة,Makkah,10012629,Unclassified/Other,Active,300335
ESSAM MOHAMMAD I ARIF Establishment,مؤسسة عصام محمد ابراهيم عارف,Makkah,10012515,Unclassified/Other,Active,299555
Ahmed Mohammed Saidi Contracting Establishment,مؤسسة احمد محمد سعيدي للمقاولات,Makkah,10012514,Unclassified/Other,Active,299455
alRisalah alJawar Hotel For Hotel Services,فندق الرسالة الجوار للخدمات الفندقيه,Makkah,10012513,Unclassified/Other,Active,299458
Nasaem Alibda Establishment,مؤسسة نسائم الابداع للمقاولات العامة,Makkah,10012511,Unclassified/Other,Active,299459
tasis fan alamar Establishment Real Estate,مؤسسة تأسيس فن الأعمار العقارية,Makkah,10012510,Unclassified/Other,Active,299399
funduq baysan almutamayiz Company,شركة فندق بيسان المتميز للضيافة السياحي شخص واحد,Makkah,10012509,Unclassified/Other,Active,300404
ALI ABDULLAH BAATIYYAH Establishment Hotel,مؤسسة على عبدالله باعطيه الفندقية,Makkah,10012508,Unclassified/Other,Active,299798
Rayan Aldhahabi Establishment Real Estate,مؤسسة ريان الذهبي العقارية,Makkah,10012507,1-Star,Active,299901
GHAZI JOUDA BATI Hostel For tourist lodges,نزل غازي جوده باتي للنزل السياحيه,Makkah,10012506,Unclassified/Other,Active,299995
Manar Muhammad Alqahwaji Company,شركة منار محمد القهوجى للتجارة والمقاولات,Makkah,10012504,Unclassified/Other,Active,299716
Amlak AlFaisaliyah Company,شركة أملاك الفيصلية للتطوير والاستثمار العقاري,Makkah,10012865,Unclassified/Other,Active,301735
Shawarmatak Establishment For Meals,مؤسسة شاورمتك لتقديم الوجبات,Makkah,10012864,Unclassified/Other,Active,301198
ABDULLAH DASHAN ALSHEHRI Establishment,مؤسسة عبدالله دشان الشهري,Makkah,10012863,Unclassified/Other,Active,300957
arjwan alsafwa Company Hotel,شركة أرجوان الصفوة الفندقية,Makkah,10012861,1-Star,Active,300917
funduq ajwad alssalam Company Hotel,شركة فندق اجواد السلام الفندقية,Makkah,10012860,Unclassified/Other,Active,300956
Walid almashaaer Company,شركة وليد المشاعر,Makkah,10012859,Unclassified/Other,Active,300918
Hotel for Hotel services,فندق سعيد سعد عبدالمطلب الغموي للخدمات الفندقية,Makkah,10012858,Unclassified/Other,Active,301895
Mohammed Yousef Al-Hamdan Tourist Lodge,نزل محمد يوسف الحمدان للنزل السياحيه,Makkah,10012306,Unclassified/Other,Active,299215
Doha tayiba Establishment For General Contracting,مؤسسة دوحة طيبة للمقاولات العامة,Makkah,10012338,Unclassified/Other,Active,298655
ELTAYER ELZAHABY,شركة الطير الذهبي للخدمات الفندقية شركة شخص واحد,Makkah,10012337,Unclassified/Other,Active,299035
Manazil Alshuruq Company For Hotel Services,شركة منازل الشروق للخدمات الفندقيه,Makkah,10012336,Unclassified/Other,Active,297815
Sidra Al Bait Hospitality Company,شركة سدرة البيت الفندقية,Makkah,10012335,Unclassified/Other,Active,297935
Humam almashaaer Establishment Commercial,مؤسسة همم المشاعر التجارية,Makkah,10012334,Unclassified/Other,Active,299796
Company logarithm,شركة لوغاريتم,Makkah,10012332,Unclassified/Other,Active,297795
Ajnihat Alkhaleej Company Hotel,شركة أجنحة الخليج الفندقية,Makkah,10012331,1-Star,Active,298036
Mukaabat alIstithmar Company For Contracting,شركة مكعبات الإستثمار للمقاولات,Makkah,10012330,Unclassified/Other,Active,297816
Nidaa Tayba AlMasi Hostel For tourist lodges,نزل نداء طيبة الماسي للنزل السياحيه,Madinah,10012329,Unclassified/Other,Active,300232
hams aljawan Establishment,مؤسسة همس الجوان,Makkah,10012503,Unclassified/Other,Active,299955
ABDULAZIZ SUHAIL ALGHAMDI Company,شركة عبدالعزيز سهيل الغامدي,Makkah,10012502,Unclassified/Other,Active,299629
MASHAEL AESH ALDADI Establishment Commercial,مؤسسة مشاعل عائش الدعدي التجارية,Makkah,10012501,Unclassified/Other,Active,299630
Establishment For laundry,مؤسسة راكان راجح ضيف الله الكبكبي لغسيل الملابس,Makkah,10012500,Unclassified/Other,Active,299398
tharawat almashair Company For Tourism,شركة ثروات المشاعر للسياحة,Makkah,10012499,Unclassified/Other,Active,299615
Suhaib Abdul Razzaq Sharif Limited,مؤسسة صهيب عبدالرزاق شريف المحدودة,Makkah,10012498,Unclassified/Other,Active,299535
MUWAFFAQ HASSAN SAMKARI Establishment,مؤسسة موفق ابن حسن سمكرى,Makkah,10012497,Unclassified/Other,Active,299462
Mohammad Ali Al Sidiq Al Zubaidi Establishmen,مؤسسة محمد علي ال صديق الزبيدي لمواد البناء,Makkah,10012505,Unclassified/Other,Active,299786
Yaqzan Saleh Al-Jabri Tourist Hospitality Inn,نزل يقظان صالح الجابري للضيافة السياحي,Makkah,10012496,Unclassified/Other,Active,300896
Suhaib Abdul Razzaq Sharif Limited,مؤسسة صهيب عبدالرزاق شريف المحدودة,Makkah,10012495,Unclassified/Other,Active,299596
DIYAR AL SHAAB HOTEL,فندق ديار الشعب الفندقية,Makkah,10011157,1-Star,Active,299241
